고유번호,연도,연차,시작연차,종료연차,"주요 업무/프로젝트
예시: OO은행 차세대 시스템 구축",프로젝트 규모 (대략),"수행역할
예시: PM, 분석/설계,개발자, PL(사업관리)",활용 Skill set 1,활용 Skill set 2,활용 Skill set 3,활용 Skill set 4,"Industry/Domain
예시: 금융, 통신, 제조 등",커리어 형성에 큰 영향을 받은 업무나 시기,큰 영향을 받은 업무/시기에 대한 설명
EMP-100005,2017,5,5,8,배터리 차세대 ERP구축 프로젝트,(초대형) 500억,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,"멤버사 최초 프로젝트
배터리 산업 특화 프로세스 경험
프로젝트 규모 1000억 대형 프로젝트
PP모듈 리더"
EMP-100005,2018,6,5,8,배터리 차세대 ERP구축 프로젝트,(초대형) 500억,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,"멤버사 최초 프로젝트
배터리 산업 특화 프로세스 경험
프로젝트 규모 1000억 대형 프로젝트
PP모듈 리더"
EMP-100005,2019,7,5,8,배터리 차세대 ERP구축 프로젝트,(초대형) 500억,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,"멤버사 최초 프로젝트
배터리 산업 특화 프로세스 경험
프로젝트 규모 1000억 대형 프로젝트
PP모듈 리더"
EMP-100005,2020,8,5,8,배터리 차세대 ERP구축 프로젝트,(초대형) 500억,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,"멤버사 최초 프로젝트
배터리 산업 특화 프로세스 경험
프로젝트 규모 1000억 대형 프로젝트
PP모듈 리더"
EMP-100005,2021,9,9,10,에너지/화학 MES 구축,(중소형) 20억 이상~50억 미만,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Process,TRUE,화학 특화 프로세스 경험
EMP-100005,2022,10,9,10,에너지/화학 MES 구축,(중소형) 20억 이상~50억 미만,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Process,TRUE,화학 특화 프로세스 경험
EMP-100005,2023,11,11,12,반도체 전사 MRP 체계구축 프로젝트,(중소형) 20억 이상~50억 미만,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,반도체 산업 특화 프로세스 경험
EMP-100005,2024,12,11,12,반도체 전사 MRP 체계구축 프로젝트,(중소형) 20억 이상~50억 미만,PP모듈 컨설턴트,S-8,,,,(제조) 대내 Hi-Tech,TRUE,반도체 산업 특화 프로세스 경험
EMP-100005,2025,13,13,13,반도체 PP모듈 운영,(대형) 100억 이상 ~ 500억 미만,PP모듈 운영자,S-8,,,,(제조) 대내 Hi-Tech,TRUE,운영 프로세스 경험 및 운영 관련 스킬 획득
EMP-100006,2023,1,1,3,에너지 AM운영,(중소형) 20억 이상~50억 미만,운영자,S-8,,,,(제조) 대내 프로세스,,
EMP-100006,2024,2,1,3,에너지 AM운영,(중소형) 20억 이상~50억 미만,운영자,S-8,,,,(제조) 대내 프로세스,,
EMP-100006,2025,3,1,3,에너지 AM운영,(중소형) 20억 이상~50억 미만,운영자,S-8,,,,(제조) 대내 프로세스,,
EMP-100007,2020,1,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100007,2021,2,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100007,2022,3,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100007,2023,4,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100007,2024,5,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100007,2025,6,1,6,유통/서비스사  시스템 구축,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-2,,,,유통/물류/서비스,,
EMP-100008,2020,1,1,3,반도체 G-SCM RP 운영,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,,,,(제조) 대내 Hi-Tech,,
EMP-100008,2021,2,1,3,반도체 G-SCM RP 운영,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,,,,(제조) 대내 Hi-Tech,,
EMP-100008,2022,3,1,3,반도체 G-SCM RP 운영,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,,,,(제조) 대내 Hi-Tech,,
EMP-100008,2023,4,4,6,반도체 전사 기준정보 기반 구축 프로젝트,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,S-2,,,(제조) 대내 Hi-Tech,,
EMP-100008,2024,5,4,6,반도체 전사 기준정보 기반 구축 프로젝트,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,S-2,,,(제조) 대내 Hi-Tech,,
EMP-100008,2025,6,4,6,반도체 전사 기준정보 기반 구축 프로젝트,(중소형) 20억 이상~50억 미만,"설계, 구축, 운영",S-1,S-2,,,(제조) 대내 Hi-Tech,,
EMP-100009,2020,1,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100009,2021,2,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100009,2022,3,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100009,2023,4,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100009,2024,5,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100009,2025,6,1,6,동기식 전송망 관리시스템 등 개발,(중소형) 20억 이상~50억 미만,단위 시스템 개발자,S-2,,,,통신,,
EMP-100010,2024,1,1,2,UGPS 통합정보화 구축 - O&M 시스템 구축,(중형) 50억 이상 ~ 100억 미만,"설계, 구축, 운영",S-1,S-2,,,(제조) 대내 프로세스,,
EMP-100010,2025,2,1,2,UGPS 통합정보화 구축 - O&M 시스템 구축,(중형) 50억 이상 ~ 100억 미만,"설계, 구축, 운영",S-1,S-2,,,(제조) 대내 프로세스,,
EMP-100011,2022,1,1,2,유통/서비스  차세대 ERP시스템 신규 구축 및 대리점 I/F 프로젝트,(중형) 50억 이상 ~ 100억 미만,"구축, 테스트",S-1,S-2,,,유통/물류/서비스,,
EMP-100011,2023,2,1,2,유통/서비스  차세대 ERP시스템 신규 구축 및 대리점 I/F 프로젝트,(중형) 50억 이상 ~ 100억 미만,"구축, 테스트",S-1,S-2,,,유통/물류/서비스,,
EMP-100011,2024,3,3,4,제조  WM 및 Transportation 고도화 프로젝트,(중소형) 20억 이상~50억 미만,"구축, 테스트",S-2,,,,(제조) 대외,,
EMP-100011,2025,4,3,4,제조  WM 및 Transportation 고도화 프로젝트,(중소형) 20억 이상~50억 미만,"구축, 테스트",S-2,,,,(제조) 대외,,
EMP-100012,2025,1,1,1,화학 ERP구축 프로젝트,(중소형) 20억 이상~50억 미만,"사업관리, 구축",S-11,S-30,,,(제조) 대내 프로세스,,
EMP-100012,2020,2,2,3,Trading 지원시스템 구축,(중소형) 20억 이상~50억 미만,"사업관리, 구축",S-11,S-30,,,(제조) 대내 프로세스,,
EMP-100012,2021,3,2,3,Trading 지원시스템 구축,(중소형) 20억 이상~50억 미만,"사업관리, 구축",S-11,S-30,,,(제조) 대내 프로세스,,
EMP-100012,2022,4,4,4,ERP 시스템 Performance Tunning,(중소형) 20억 이상~50억 미만,"사업관리, 구축",S-11,S-30,,,(제조) 대내 프로세스,,
EMP-100012,2023,5,5,5,Open2U 고도화(구축),(중소형) 20억 이상~50억 미만,"사업관리, 구축",S-11,S-30,,,통신,,
EMP-100012,2024,6,6,7,유통/물류 통합구매 고도화,(중형) 50억 이상 ~ 100억 미만,"사업관리, 구축",S-11,S-30,,,유통/물류/서비스,,
EMP-100012,2025,7,6,7,유통/물류 통합구매 고도화,(중형) 50억 이상 ~ 100억 미만,"사업관리, 구축",S-11,S-30,,,유통/물류/서비스,,
EMP-100013,2005,1,1,3,통신 Billing - 미납 프로젝트 구축/운영,(중소형) 20억 이상~50억 미만,개발자,S-1,,,,통신,FALSE,
EMP-100013,2006,2,1,3,통신 Billing - 미납 프로젝트 구축/운영,(중소형) 20억 이상~50억 미만,개발자,S-1,,,,통신,FALSE,
EMP-100013,2007,3,1,3,통신 Billing - 미납 프로젝트 구축/운영,(중소형) 20억 이상~50억 미만,개발자,S-1,,,,통신,FALSE,
EMP-100013,2008,4,4,6,글로벌 MVNO(Helio) 영업전사 시스템 구축,(중소형) 20억 이상~50억 미만,PL,P-2,S-16,,,통신,TRUE,해외 프로젝트의 Billing 모듈 PL로서 프로젝트 관리 경험
EMP-100013,2009,5,4,6,글로벌 MVNO(Helio) 영업전사 시스템 구축,(중소형) 20억 이상~50억 미만,PL,P-2,S-16,,,통신,TRUE,해외 프로젝트의 Billing 모듈 PL로서 프로젝트 관리 경험
EMP-100013,2010,6,4,6,글로벌 MVNO(Helio) 영업전사 시스템 구축,(중소형) 20억 이상~50억 미만,PL,P-2,S-16,,,통신,TRUE,해외 프로젝트의 Billing 모듈 PL로서 프로젝트 관리 경험
EMP-100013,2011,7,7,8,통신 QA 시스템 구축/운영,(중소형) 20억 이상~50억 미만,PL,P-2,S-23,S-24,,통신,FALSE,
EMP-100013,2012,8,7,8,통신 QA 시스템 구축/운영,(중소형) 20억 이상~50억 미만,PL,P-2,S-23,S-24,,통신,FALSE,
EMP-100013,2013,9,9,10,통신 Utility Billing Enabler 구축,(소형) 20억 미만,PM,P-2,S-16,,,통신,FALSE,
EMP-100013,2014,10,9,10,통신 Utility Billing Enabler 구축,(소형) 20억 미만,PM,P-2,S-16,,,통신,FALSE,
EMP-100013,2015,11,11,11,통신본부 기획 업무,(소형) 20억 미만,기획,S-30,,,,통신,TRUE,본부 기획 업무를 통해 사업 전반적인 이해와 Insight를 확보할 수 있는 경험
EMP-100013,2016,12,12,15,통신 U.Key 3.0(Swing) 구축,(초대형) 500억,PL,P-2,S-16,,,통신,TRUE,대형 차세대 프로젝트의 UI모듈 PL로서 대형 프로젝트 관리 경험
EMP-100013,2017,13,12,15,통신 U.Key 3.0(Swing) 구축,(초대형) 500억,PL,P-2,S-16,,,통신,TRUE,대형 차세대 프로젝트의 UI모듈 PL로서 대형 프로젝트 관리 경험
EMP-100013,2018,14,12,15,통신 U.Key 3.0(Swing) 구축,(초대형) 500억,PL,P-2,S-16,,,통신,TRUE,대형 차세대 프로젝트의 UI모듈 PL로서 대형 프로젝트 관리 경험
EMP-100013,2019,15,12,15,통신 U.Key 3.0(Swing) 구축,(초대형) 500억,PL,P-2,S-16,,,통신,TRUE,대형 차세대 프로젝트의 UI모듈 PL로서 대형 프로젝트 관리 경험
EMP-100013,2020,16,16,18,제2금융 Vitality 시스템 구축 및 운영,(대형) 100억 이상 ~ 500억 미만,"팀장, AA",P-2,S-16,,,제2금융,TRUE,금융(보험)사와 Biz. 파트너로 B2C 사업을 수행하였으며 Global 솔루션을 활용하여 Arch. 구성하여 오픈하였으며 이후 팀리더로서 역할 수행
EMP-100013,2021,17,16,18,제2금융 Vitality 시스템 구축 및 운영,(대형) 100억 이상 ~ 500억 미만,"팀장, AA",P-2,S-16,,,제2금융,TRUE,금융(보험)사와 Biz. 파트너로 B2C 사업을 수행하였으며 Global 솔루션을 활용하여 Arch. 구성하여 오픈하였으며 이후 팀리더로서 역할 수행
EMP-100013,2022,18,16,18,제2금융 Vitality 시스템 구축 및 운영,(대형) 100억 이상 ~ 500억 미만,"팀장, AA",P-2,S-16,,,제2금융,TRUE,금융(보험)사와 Biz. 파트너로 B2C 사업을 수행하였으며 Global 솔루션을 활용하여 Arch. 구성하여 오픈하였으며 이후 팀리더로서 역할 수행
EMP-100013,2023,19,19,21,제조 AI 사업 컨설팅 / 사업발굴 / 프로젝트,(중형) 50억 이상 ~ 100억 미만,컨설팅,S-35,S-27,,,(제조) 대내 Process,TRUE,AI 업무로 업무 영역을 확장하고 컨설팅 및 사업발굴 역할 수행
EMP-100013,2024,20,19,21,제조 AI 사업 컨설팅 / 사업발굴 / 프로젝트,(중형) 50억 이상 ~ 100억 미만,컨설팅,S-35,S-27,,,(제조) 대내 Process,TRUE,AI 업무로 업무 영역을 확장하고 컨설팅 및 사업발굴 역할 수행
EMP-100013,2025,21,19,21,제조 AI 사업 컨설팅 / 사업발굴 / 프로젝트,(중형) 50억 이상 ~ 100억 미만,컨설팅,S-35,S-27,,,(제조) 대내 Process,TRUE,AI 업무로 업무 영역을 확장하고 컨설팅 및 사업발굴 역할 수행
EMP-100014,2021,1,1,5,"반도체 설비관리 및 설비제어, SHE 통합시스템 구축",(중소형) 20억 이상~50억 미만,PM/PL,S-5,,,,(제조) 대내 Hi-Tech,,
EMP-100014,2022,2,1,5,"반도체 설비관리 및 설비제어, SHE 통합시스템 구축",(중소형) 20억 이상~50억 미만,PM/PL,S-5,,,,(제조) 대내 Hi-Tech,,
EMP-100014,2023,3,1,5,"반도체 설비관리 및 설비제어, SHE 통합시스템 구축",(중소형) 20억 이상~50억 미만,PM/PL,S-5,,,,(제조) 대내 Hi-Tech,,
EMP-100014,2024,4,1,5,"반도체 설비관리 및 설비제어, SHE 통합시스템 구축",(중소형) 20억 이상~50억 미만,PM/PL,S-5,,,,(제조) 대내 Hi-Tech,,
EMP-100014,2025,5,1,5,"반도체 설비관리 및 설비제어, SHE 통합시스템 구축",(중소형) 20억 이상~50억 미만,PM/PL,S-5,,,,(제조) 대내 Hi-Tech,,
